"hotelid","cityid","starclass","nbrooms","amenities","reviews","pageurl","rank","prices","direction","lat","lon","partition_0","process_date"
"8137785","294316","2,5","11","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Restaurante,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Almacenamiento de equipaje,Internet gratuito,Wifi,Wifi público,Internet,Desayuno disponible,Salón de banquetes,Salas de reuniones,Conserje,Cambio de divisas,Hotel para no fumadores,Limpieza en seco,Servicio de lavandería,Aire acondicionado,Servicio a la habitación,Minibar,Refrigerador,Habitaciones para no fumadores,Suites,Habitaciones para familias","11 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d8137785-Reviews-El_Dorado_Inn_San_Isidro_Hotel-Lima_Lima_Region.html","N.º 239","N,A","Calle Los Halcones 118, San Isidro A espaldas de la Av. Canaval y Moreyra cdas 3 y 4, Lima 09630 Perú, Lima","-12.098431812655095","-77.02107525797796","Lima","2020-01-12"
"17500053","294316","4,0","NA","Actividades infantiles (Ideal para niños / familias)","1 opinión","https://www.tripadvisor.cl/Hotel_Review-g294316-d17500053-Reviews-Hotel_Mandarin-Lima_Lima_Region.html","N.º 203","N,A","Avenida Petit Thouars 1301, Lima 15046 Perú, Lima","-12.077708364418031","-77.03429027032722","Lima","2020-01-12"
"17377903","294316","4,5","150","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Bar/Salón,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Instalaciones para conferencias,Salón de banquetes,Internet gratuito,Wifi,Wifi público,Wifi con cargo adicional,Internet,Restaurante,Desayuno disponible,Servicio de traslado en autobús,Salas de reuniones,Hotel para no fumadores,Limpieza en seco,Servicio de lavandería,Aire acondicionado,Servicio a la habitación,Caja fuerte,Minibar,Refrigerador,Habitaciones para no fumadores,Suites","54 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d17377903-Reviews-AC_Hotel_by_Marriott_Lima_Miraflores-Lima_Lima_Region.html","N.º 77","N,A","Malecón de la Reserva 729, Lima 15074 Perú, Lima","-12.132868798776633","-77.02941699555659","Lima","2020-01-12"
"317518","294316","3,5","30","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Desayuno disponible,Transporte al aeropuerto,Terraza en la azotea,Almacenamiento de equipaje,Recepción disponible las 24 horas,Check-in y check-out privado,Wifi,Wifi público,Internet,Hotel para no fumadores,Servicio de despertador/Reloj despertador,Microondas,Refrigerador,Habitaciones para no fumadores,Habitaciones para familias","334 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d317518-Reviews-Hotel_Espana-Lima_Lima_Region.html","N.º 59","N,A","Calle Azangaro 105, Lima 00001 Perú, Lima","-12.041369118258235","-76.9743284923961","Lima","2020-01-12"
"2199962","294316","2,0","15","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Bar/Salón,Transporte al aeropuerto,Conserje,Cambio de divisas,Recepción disponible las 24 horas,Internet gratuito,Wifi,Wifi público,Internet,Cafetería,Desayuno disponible,Bar de aperitivos,Servicio de traslado en autobús,Hotel para no fumadores,Sala de estar o con TV compartida,Servicio de lavandería,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Minibar,Habitaciones para no fumadores,Habitaciones para familias","17 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d2199962-Reviews-Hotel_Rosas-Lima_Lima_Region.html","N.º 251","N,A","Av. La Marina 1320 Pueblo Libre, Lima Perú, Lima","-12.079566147094495","-77.0765783680247","Lima","2020-01-12"
"7107007","294316","4,5","6","Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Alquiler de bicicletas,Se admiten mascotas (Se aceptan perros / mascotas),Centro de negocios con acceso a Internet,Instalaciones para conferencias,Cocina compartida,Check-in las 24 horas,Internet gratuito,Wifi,Internet,Bar/Salón,Cafetería,Salas de reuniones,Recepción disponible las 24 horas,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Estante para la ropa,Kitchenette,Microondas,Refrigerador,Películas a pedido,Cocina,Utensilios de cocina,Habitaciones para no fumadores,Habitaciones para familias,Habitaciones para fumadores disponibles","23 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d7107007-Reviews-FroGuesthouse-Lima_Lima_Region.html","N.º 106","N,A","Jr. Independencia 230, Lima 15063 Perú, Lima","-12.155756479154645","-77.02202557241158","Lima","2020-01-12"
"13630636","294316","5,0","5","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Internet gratuito,Desayuno gratis,Alquiler de bicicletas,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Hotel para no fumadores,Wifi,Internet,Habitaciones para familias","1 opinión","https://www.tripadvisor.cl/Hotel_Review-g294316-d13630636-Reviews-Casa_de_Astrid_B_B-Lima_Lima_Region.html","N.º 162","N,A","Jirón Huamachuco 1961 Detrás de la Iglesia San Antonio de Padua, Lima 01 Perú, Lima","-12.081272542327875","-77.05320975284206","Lima","2020-01-12"
"15575035","294316","NA","16","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Internet,Bañera de hidromasaje,Restaurante,Servicio de lavandería,Servicio a la habitación","NA","https://www.tripadvisor.cl/Hotel_Review-g294316-d15575035-Reviews-Hotel_San_Blas-Lima_Lima_Region.html","NA","N,A","Av. Oscar Benavides 4560, Lima 07001 Perú, Lima","-12.12808589863803","-76.98901892141866","Lima","2020-01-12"
"9794506","294316","5,0","2","Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Cadenas de televisión para niños,Transporte al aeropuerto,Almacenamiento de equipaje,Conserje,Recepción disponible las 24 horas,Lavandería de autoservicio,Internet gratuito,Wifi,Wifi público,Internet,Servicio de traslado en autobús,Cambio de divisas,Hotel para no fumadores,Muebles de exterior,Cocina compartida,Sala de estar o con TV compartida,Servicio de limpieza,Habitaciones para no fumadores,Habitaciones para familias","8 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d9794506-Reviews-Bed_and_Breakfast_Liliana-Lima_Lima_Region.html","N.º 71","N,A","Jr. Junin 215 Interior 302 Magdalena del Mar, Lima 15086 Perú, Lima","-12.089178911189311","-77.067479938802","Lima","2020-01-12"
"17511910","294316","NA","NA","Restaurante","NA","https://www.tripadvisor.cl/Hotel_Review-g294316-d17511910-Reviews-La_Estancia-Lima_Lima_Region.html","NA","N,A","Av. La Marina 3811 Esquina Con La Coruna Frente Al Cuartel La Perla, Lima Perú, Lima","-12.07018814381996","-77.10979738741456","Lima","2020-01-12"
"1626465","294316","3,5","17","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Wifi público,Internet,Transporte al aeropuerto,Hotel para no fumadores,TV pantalla plana,Habitaciones para no fumadores,Habitaciones para familias","163 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d1626465-Reviews-Hostal_Las_Fresas-Lima_Lima_Region.html","N.º 80","N,A","Calle Las Fresas 217 Urbanizacion El Olivar, Lima Lima 01 Perú, Lima","-12.020968959201339","-77.09122517124474","Lima","2020-01-12"
"4227569","294316","3,5","15","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Vestuarios de gimnasio/spa,Desayuno gratis,Transporte gratis al aeropuerto,Spa,Almacenamiento de equipaje,Hotel para no fumadores,Garaje de estacionamientos,Internet gratuito,Wifi,Internet,Sauna,Bar/Salón,Restaurante,Bar de aperitivos,Vino/Champagne,Transporte al aeropuerto,Sala de vapor,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Escritorio,Servicio a la habitación,Guardarropa/Ropero,Botellas de agua,Baños privados,Habitaciones para no fumadores,Habitaciones para familias","62 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d4227569-Reviews-Royal_Inca_Hotel-Lima_Lima_Region.html","N.º 84","$30.441,$36.137,$27.820","Av. Canta Callao Mz B Lote 25 Urb Filadelfia, San Martin de Porres Reference: Canta Callao Av. with Pacasmayo Av. -Phone 757-609-1247, Lima Perú, Lima","-11.979369893981495","-77.09394590290223","Lima","2020-01-12"
"13410357","294316","3,5","NA","Actividades infantiles (Ideal para niños / familias)","4 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d13410357-Reviews-Larcomar_Hostel-Lima_Lima_Region.html","N.º 238","N,A","515 Calle Colon, Lima LIMA 18 Perú, Lima","-12.128275729071508","-77.03128782791366","Lima","2020-01-12"
"10723487","294316","3,5","NA","Actividades infantiles (Ideal para niños / familias),Servicio de lavandería","6 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d10723487-Reviews-Mariategui_Hotel_Suites-Lima_Lima_Region.html","N.º 126","N,A","Av Mariategui 302, Lima LIMA 51 Perú, Lima","-12.07606206886787","-77.03928458635674","Lima","2020-01-12"
"17667852","294316","5,0","NA","NA","2 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d17667852-Reviews-Peruvian_Home-Lima_Lima_Region.html","N.º 152","N,A","Calle Juan Fanning 479, Lima 15074 Perú, Lima","-12.129537551762935","-77.03040116472387","Lima","2020-01-12"
"17608560","294316","4,0","NA","NA","5 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d17608560-Reviews-Miraflores_Guest_House_569-Lima_Lima_Region.html","N.º 142","N,A","Calle Colon 569, Lima 15074 Perú, Lima","-12.128649988343241","-77.03143157576895","Lima","2020-01-12"
"17511919","294316","NA","NA","NA","NA","https://www.tripadvisor.cl/Hotel_Review-g294316-d17511919-Reviews-Hotel_Gol-Lima_Lima_Region.html","NA","N,A","640 Avenida Paseo De La Republica, Lima Perú, Lima","-12.113897035774714","-77.02543155633829","Lima","2020-01-12"
"2478485","294316","3,0","37","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Wifi público,Wifi gratuito en el centro de negocios,Actividades infantiles (Ideal para niños / familias),Almacenamiento de equipaje,Recepción disponible las 24 horas,Internet,Servicio a la habitación,Teléfono,Bañera/Ducha","15 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d2478485-Reviews-El_Reducto-Lima_Lima_Region.html","N.º 228","N,A","Av. Ricardo Palma 761-Miraflores, Lima L-18 Perú, Lima","-12.120873621703511","-77.02236519677996","Lima","2020-01-12"
"12262176","294316","1,0","1","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Desayuno disponible,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Check-in las 24 horas,Recepción disponible las 24 horas,Estacionamiento gratuito privado cercano,Garaje de estacionamientos,Estacionamiento vigilado,Internet gratuito,Wifi,Wifi público,Desayuno en la habitación,Servicio a la habitación,Caja fuerte,Baños privados,TV por cable/satélite,Bañera con hidromasaje,Bañera/Ducha,Habitaciones para no fumadores","1 opinión","https://www.tripadvisor.cl/Hotel_Review-g294316-d12262176-Reviews-Hotel_Colors_Canada-Lima_Lima_Region.html","N.º 299","N,A","Avenida Canada 717 Urb. Santa Catalina, Lima Perú, Lima","-12.081141776624776","-77.01897901519536","Lima","2020-01-12"
"7792459","294316","1,0","NA","NA","1 opinión","https://www.tripadvisor.cl/Hotel_Review-g294316-d7792459-Reviews-Hotel_Portada_Del_Sol-Lima_Lima_Region.html","N.º 309","N,A","Jiron Washington 1164, Lima Perú, Lima","-12.053980660783589","-77.03969969619872","Lima","2020-01-12"
"14965087","294316","5,0","NA","NA","2 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d14965087-Reviews-Verona_Hotel_Banos_Turcos-Lima_Lima_Region.html","N.º 118","$36.898,$36.286,$37.152","Avenida Universitaria 4690 Urb Los Parques De Villasol - Los Olivos, Lima LIMA 39 Perú, Lima","-11.981909987591974","-77.07785967807955","Lima","2020-01-12"
"14855160","294316","2,0","NA","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Internet gratuito,Desayuno gratis,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Conserje,Servicio de lavandería,Wifi,Wifi público,Internet,Servicio de traslado en autobús,Servicio a la habitación,Refrigerador","4 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d14855160-Reviews-Solis_Dies_Hotel-Lima_Lima_Region.html","N.º 245","N,A","Calle Porta 245 Miraflores, Lima LIMA 18 Perú, Lima","-12.12445008964741","-77.03176388412487","Lima","2020-01-12"
"15035181","294316","4,0","NA","NA","2 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d15035181-Reviews-776_Oscar_s_House-Lima_Lima_Region.html","N.º 184","N,A","Calle Berlin 776, Lima 15074 Perú, Lima","-12.120103623925202","-77.0377989970858","Lima","2020-01-12"
"8803878","294316","4,0","NA","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Desayuno en la habitación,Transporte al aeropuerto,Almacenamiento de equipaje,Recepción disponible las 24 horas,Check-in y check-out privado,Bar de aperitivos,Servicio de traslado en autobús,Servicio de lavandería,Servicio de planchado,Servicio de limpieza,Servicio a la habitación,Caja fuerte","5 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d8803878-Reviews-Hostal_Real_Suite_Lince-Lima_Lima_Region.html","N.º 181","N,A","Av. Militar 2776, Lince, Lima Perú, Lima","-12.090701158203","-77.0304872663165","Lima","2020-01-12"
"6599443","294316","3,0","50","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Bar/Salón,Playa,Casino y juegos de azar,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Internet gratuito,Wifi,Internet,Restaurante,Desayuno en la habitación,Servicio de traslado en autobús,Almacenamiento de equipaje,Conserje,Recepción disponible las 24 horas,Servicio de limpieza,Servicio a la habitación,Teléfono,Minibar,Bañera/Ducha,Habitaciones para no fumadores,Suites,Habitaciones para fumadores disponibles","5 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d6599443-Reviews-Hotel_Megamar-Lima_Lima_Region.html","N.º 223","N,A","Av Sucre 175 Magdalena, Lima 17 Perú, Lima","-12.073384186213913","-77.0622400034154","Lima","2020-01-12"
"6434832","294316","3,0","3","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Caja fuerte,Plancha,Caja de seguridad para computadora portátil,Máquina de café/té,Kitchenette,Microondas,Bañera con hidromasaje,Bañera/Ducha,Refrigerador,Utensilios de cocina,Secador de pelo","20 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d6434832-Reviews-Terrazas_Apartments_Miraflores-Lima_Lima_Region.html","N.º 266","N,A","Malecon 28 de julio 467 Miraflores, Lima 18 Perú, Lima","-12.12667697668648","-77.03396804079865","Lima","2020-01-12"
"16712304","294316","NA","NA","NA","NA","https://www.tripadvisor.cl/Hotel_Review-g294316-d16712304-Reviews-Design_Apartments_in_Miraflores-Lima_Lima_Region.html","NA","N,A","Calle Porta 456, Lima 15082 Perú, Lima","-12.126302884817365","-77.03259675076461","Lima","2020-01-12"
"16761600","294316","NA","NA","NA","NA","https://www.tripadvisor.cl/Hotel_Review-g294316-d16761600-Reviews-Executive_Apartments-Lima_Lima_Region.html","NA","N,A","Los Pinos 485, San Isidro, Lima 15073 Perú, Lima","-12.094321557591313","-77.03669026311385","Lima","2020-01-12"
"17377903","294316","4,5","150","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Bar/Salón,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Instalaciones para conferencias,Salón de banquetes,Internet gratuito,Wifi,Wifi público,Wifi con cargo adicional,Internet,Restaurante,Desayuno disponible,Servicio de traslado en autobús,Salas de reuniones,Hotel para no fumadores,Limpieza en seco,Servicio de lavandería,Aire acondicionado,Servicio a la habitación,Caja fuerte,Minibar,Refrigerador,Habitaciones para no fumadores,Suites","54 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d17377903-Reviews-AC_Hotel_by_Marriott_Lima_Miraflores-Lima_Lima_Region.html","N.º 77","N,A","Malecón de la Reserva 729, Lima 15074 Perú, Lima","-12.132868798776633","-77.02941699555659","Lima","2020-01-12"
"7107310","294316","4,0","33","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Internet,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas (Se aceptan perros / mascotas),Recepción disponible las 24 horas,Servicio de limpieza,Servicio a la habitación,Bañera/Ducha,Habitaciones para familias","9 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d7107310-Reviews-Hostal_Cesar_Alberto-Lima_Lima_Region.html","N.º 136","N,A","Sor Mate 302, Esq. Cdra 5 de Simon Salguero Miraflores, Lima Lima 01 Perú, Lima","-12.130327040916436","-77.01238985252624","Lima","2020-01-12"
"533229","294316","4,0","30","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Desayuno gratis,Guardería,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Centro de negocios con acceso a Internet,Estacionamiento privado pagado cercano,Estacionamiento vigilado,Internet gratuito,Wifi,Internet,Bar/Salón,Desayuno disponible,Servicio de traslado en autobús,Salas de reuniones,Fax/Fotocopiadora,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Sala de estar o con TV compartida,Recepción disponible las 24 horas,Servicio de lavandería,Escritorio,Servicio a la habitación,Caja fuerte,Servicio de despertador/Reloj despertador,Kitchenette,Bañera/Ducha,Habitaciones para no fumadores,Suites,Habitaciones para familias,Habitaciones para fumadores disponibles","184 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d533229-Reviews-Hotel_Esperanza-Lima_Lima_Region.html","N.º 159","N,A","Esperanza 350, Lima LIMA 18 Perú, Lima","-12.120433376074788","-77.0262615","Lima","2020-01-12"
"17762256","294316","5,0","9","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Cadenas de televisión para niños,Transporte al aeropuerto,Fax/Fotocopiadora,Seguridad las 24 horas,Almacenamiento de equipaje,Internet gratuito,Wifi,Internet,Cafetería,Desayuno tipo bufé,Café instantáneo de cortesía,Comedor al aire libre,Servicio de traslado en autobús,Cambio de divisas,Hotel para no fumadores,Baño compartido,Terraza solárium,Cajero automático en el lugar,Kit de primeros auxilios,Check-in las 24 horas,Recepción disponible las 24 horas,Check-in y check-out exprés,Limpieza en seco,Servicio de lavandería,Lavandería de autoservicio,Habitación libre de alérgenos,Habitaciones insonorizadas,Aire acondicionado,Escritorio,Lavavajillas,TV por cable/satélite,Camas extralargas,Ducha a ras de suelo,Purificador de aire,Servicio de limpieza,Balcón privado,Servicio a la habitación,Sala de estar,Sofá,Estante para la ropa,Plancha,Microondas,TV pantalla plana,Sofá cama,Bañera con hidromasaje,Bañera/Ducha,Secador de pelo,Vista a la ciudad,Habitaciones para no fumadores,Habitaciones para familias","5 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d17762256-Reviews-Amical_Hostel_Boutique-Lima_Lima_Region.html","N.º 162","$32.740,$22.762","Calle Julian Arias Aragüez 331, Lima 15083 Perú, Lima","-12.145483484005396","-76.97339555631477","Lima","2020-01-12"
"5989706","294316","4,0","10","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Bar/Salón,Alquiler de bicicletas,Se admiten mascotas (Se aceptan perros / mascotas),Transporte al aeropuerto,Instalaciones para hacer parrillas,Almacenamiento de equipaje,Estacionamiento vigilado,Internet gratuito,Wifi,Internet,Restaurante,Desayuno en la habitación,Menús para dietas especiales,Conserje,Cambio de divisas,Periódico,Muebles de exterior,Sala de estar o con TV compartida,Terraza solárium,Recepción disponible las 24 horas,Check-in y check-out exprés,Check-in y check-out privado,Servicio de lavandería,Servicio de planchado,Servicio de limpieza,Servicio a la habitación,Estante para la ropa,Plancha,Minibar,TV pantalla plana,Bañera/Ducha,Suites","13 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d5989706-Reviews-Hotel_Casablanca_Lima_Peru-Lima_Lima_Region.html","N.º 85","N,A","1696 Velasco Astete, Santiago de Surco, Lima 33 Perú, Lima","-12.12400376812387","-76.98625781814975","Lima","2020-01-12"
"4220497","294316","4,0","24","Garaje de estacionamientos,Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Bar/Salón,Actividades infantiles (Ideal para niños / familias),Hotel para no fumadores,Terraza solárium,Recepción disponible las 24 horas,Estacionamiento vigilado,Estacionamiento en la calle,Internet gratuito,Wifi,Wifi público,Internet,Restaurante,Desayuno en la habitación,Bar de aperitivos,Máquina expendedora,Check-in y check-out privado,Limpieza en seco,Aire acondicionado,Escritorio,Servicio a la habitación,Caja fuerte,Máquina de café/té,Microondas,Bañera/Ducha,Productos de tocador de cortesía,Sala de estar,Teléfono,Instalaciones de habitación VIP,Plancha,Servicio de despertador/Reloj despertador,Minibar,Refrigerador,Secador de pelo,Suite nupcial","9 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d4220497-Reviews-Monterrico_Hotel_Peru-Lima_Lima_Region.html","N.º 102","$42.463,$36.514,$36.514","Calle Cerro Azul, 341, Santiago De Surco, Lima 01 Perú, Lima","-12.133223951585798","-76.97694420958237","Lima","2020-01-12"
"304504","294316","4,0","431","Estacionamiento gratis,Internet gratuito,Piscina al aire libre,Gimnasio / Sala de entrenamiento,Bar/Salón,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Estacionamiento con servicio de valet,Estacionamiento,Wifi,Wifi público,Wifi con cargo adicional,Internet,Sauna,Restaurante,Desayuno disponible,Desayuno tipo bufé,Servicio de traslado en autobús,Alquiler de autos,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Spa,Masaje,Salón de belleza,Almacenamiento de equipaje,Conserje,Tienda de regalos,Hotel para no fumadores,Tiendas,Cajero automático en el lugar,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Servicio de lustrado de zapatos,Aire acondicionado,Escritorio,Servicio a la habitación,Caja fuerte,Minibar,TV pantalla plana,Bañera/Ducha,Productos de tocador de cortesía,Teléfono,Instalaciones de habitación VIP,Secador de pelo,Habitaciones para no fumadores,Suites,Habitaciones para familias","1.467 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d304504-Reviews-Sheraton_Lima_Hotel_Convention_Center-Lima_Lima_Region.html","N.º 57","$82.817,$82.609","Paseo de la Republica 170, Lima Perú, Lima","-12.057242867718262","-77.03644455773066","Lima","2020-01-12"
"12829643","294316","5,0","NA","Internet de alta velocidad gratuito (WiFi),Transporte al aeropuerto,Cambio de divisas,Hotel para no fumadores,Servicio de lavandería","4 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d12829643-Reviews-Khallma_Casa_Boutique-Lima_Lima_Region.html","N.º 127","N,A","Calle Enrique Palacios 956, Lima LIMA18 Perú, Lima","-12.117061623925208","-77.038578","Lima","2020-01-12"
"5028667","294316","3,5","69","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Internet gratuito,Wifi,Wifi público,Internet,Restaurante,Desayuno disponible,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Spa,Estante para la ropa,Microondas,Refrigerador,TV pantalla plana,Habitaciones para familias","82 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d5028667-Reviews-Kankay-Lima_Lima_Region.html","N.º 100","N,A","Carretera Huarochirí - Km 30.5 Cieneguilla, Lima LIMA 40 Perú, Lima","-12.128848264578034","-76.7359701624227","Lima","2020-01-12"
"4226633","294316","4,5","16","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Cadenas de televisión para niños,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Fax/Fotocopiadora,Almacenamiento de equipaje,Estacionamiento público gratuito cercano,Estacionamiento vigilado,Estacionamiento en la calle,Internet gratuito,Wifi,Wifi público,Internet,Cafetería,Desayuno disponible,Desayuno en la habitación,Conserje,Cambio de divisas,Hotel para no fumadores,Cocina compartida,Sala de estar o con TV compartida,Recepción disponible las 24 horas,Check-in y check-out privado,Servicio de lavandería,Servicio de planchado,Escritorio,Servicio de limpieza,Habitaciones interconectadas disponibles,Servicio a la habitación,Microondas,Refrigerador,Base de conexión para el iPod,Productos de tocador de cortesía,Caja fuerte,Teléfono,Plancha,Servicio de despertador/Reloj despertador,Habitaciones para no fumadores,Habitaciones para familias,Habitaciones para fumadores disponibles","15 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d4226633-Reviews-Pretty_House_Hostel-Lima_Lima_Region.html","N.º 96","N,A","Av. Francisco J. Mariátegui 1711 Jesús María, Lima LIMA 11 Perú, Lima","-12.078426120170112","-77.0549354029569","Lima","2020-01-12"
"14787613","294316","3,5","NA","Bar/Salón,Alquiler de bicicletas,Actividades infantiles (Ideal para niños / familias)","15 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d14787613-Reviews-Casa_Hualpa_Hostel_2-Lima_Lima_Region.html","N.º 122","N,A","Calle 2 de Mayo 562, Lima 15074 Perú, Lima","-12.117938521784318","-77.034312","Lima","2020-01-12"
"10901217","294316","5,0","3","Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Alquiler de bicicletas,Transporte al aeropuerto,Salas de reuniones,Almacenamiento de equipaje,Hotel para no fumadores,Recepción disponible las 24 horas,Internet gratuito,Wifi,Internet,Bar/Salón,Servicio de traslado en autobús,Cocina compartida,Sala de estar o con TV compartida,Check-in y check-out privado,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Servicio de limpieza,Plancha","8 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d10901217-Reviews-Willka_House_Barranco-Lima_Lima_Region.html","N.º 79","N,A","Jiron Independencia 224, Lima Perú, Lima","-12.0895799089676","-77.08406478628315","Lima","2020-01-12"
"601283","294316","3,5","17","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Internet,Caja fuerte,Teléfono,Estante para la ropa,Servicio de despertador/Reloj despertador,TV pantalla plana,Bañera/Ducha,Productos de tocador de cortesía,Habitaciones para familias","86 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d601283-Reviews-Casa_De_Huespedes_Porta-Lima_Lima_Region.html","N.º 135","$32.001,$28.289,$30.263","Porta 686 Miraflores, Lima Perú, Lima","-12.128057161809679","-77.03334480904842","Lima","2020-01-12"
"10745994","294316","4,0","NA","Baño adicional,Plancha,TV pantalla plana,Bañera/Ducha,Secador de pelo","14 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d10745994-Reviews-Family_Hostel_Barranco-Lima_Lima_Region.html","N.º 115","N,A","Juan Fanning 179 - Barranco, Lima LIMA 4 Perú, Lima","-12.136097018062795","-77.02213903140162","Lima","2020-01-12"
"4941130","294316","3,5","32","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Bar/Salón,Restaurante,Transporte al aeropuerto,Servicio de traslado en autobús,Conserje,Wifi público,Internet,Servicio a la habitación,Kitchenette","15 opiniones","https://www.tripadvisor.cl/Hotel_Review-g294316-d4941130-Reviews-Hostal_Barranco-Lima_Lima_Region.html","N.º 101","N,A","Ignacio Mariategui 105 Barranco, Lima Perú, Lima","-12.146918311962608","-77.01938597668648","Lima","2020-01-12"
